Replay_ID,Player_ID,Day,Step,Liquid_Cash,Net_Worth,Hands_Hired,Farm_Size,Planted_Crops,Animals,Shed_Inventory,Seed_Inventory
episode-104523770-replay.json,0,3,72,677.0,1151.0,0,25,15,3,9,0
episode-104523770-replay.json,1,3,72,202.0,382.0,0,25,19,5,6,2
episode-104523770-replay.json,0,6,144,790.0,1806.0,0,25,15,4,23,0
episode-104523770-replay.json,1,6,144,872.0,1509.0,0,25,19,6,18,0
episode-104523770-replay.json,0,9,216,350.0,1782.0,0,50,16,8,28,0
episode-104523770-replay.json,1,9,216,696.0,2110.0,0,50,35,12,29,0
episode-104523770-replay.json,0,12,288,8559.0,10593.0,0,50,19,13,43,6
episode-104523770-replay.json,1,12,288,17291.0,21055.0,0,75,57,12,79,0
episode-104523770-replay.json,0,15,360,10544.0,12829.0,0,50,25,15,47,0
episode-104523770-replay.json,1,15,360,24514.0,27456.0,0,75,60,14,62,0
episode-104523770-replay.json,0,18,432,11973.0,15100.0,0,50,25,15,76,0
episode-104523770-replay.json,1,18,432,36573.0,40284.0,0,75,59,14,94,0
episode-104523770-replay.json,0,21,504,14876.0,17116.0,0,50,25,15,81,0
episode-104523770-replay.json,1,21,504,50533.0,53572.0,0,75,60,14,100,0
episode-104523770-replay.json,0,24,576,16401.0,19393.0,0,50,15,15,100,0
episode-104523770-replay.json,1,24,576,68937.0,70244.0,0,75,60,14,100,0
episode-104523770-replay.json,0,27,648,16319.0,18536.0,0,50,10,15,97,0
episode-104523770-replay.json,1,27,648,68569.0,69227.0,0,75,61,14,100,0
episode-104523770-replay.json,0,30,719,17860.0,17860.0,8,50,7,15,0,0
episode-104523770-replay.json,1,30,719,73101.0,73101.0,11,75,0,10,0,0
episode-104524225-replay.json,0,0,0,3000.0,3000.0,0,25,0,0,0,0
episode-104524225-replay.json,1,0,0,3000.0,3000.0,0,25,0,0,0,0
episode-104524225-replay.json,0,3,72,204.0,384.0,0,25,19,5,6,2
episode-104524225-replay.json,1,3,72,601.0,841.0,0,25,19,2,8,1
episode-104524225-replay.json,0,6,144,779.0,1382.0,0,25,19,6,18,0
episode-104524225-replay.json,1,6,144,646.0,946.0,0,25,22,2,10,3
episode-104524225-replay.json,0,9,216,1106.0,2322.0,0,50,37,12,31,0
episode-104524225-replay.json,1,9,216,550.0,3510.0,0,25,22,2,29,2
episode-104524225-replay.json,0,12,288,17953.0,21877.0,0,75,58,12,84,0
episode-104524225-replay.json,1,12,288,1337.0,2375.0,0,50,30,5,25,0
episode-104524225-replay.json,0,15,360,29411.0,33702.0,0,75,61,14,67,0
episode-104524225-replay.json,1,15,360,5759.0,11122.0,0,75,30,7,70,0
episode-104524225-replay.json,0,18,432,48896.0,55302.0,0,75,60,14,91,0
episode-104524225-replay.json,1,18,432,10073.0,13099.0,0,75,26,11,66,3
episode-104524225-replay.json,0,21,504,74097.0,82627.0,0,75,61,14,100,0
episode-104524225-replay.json,1,21,504,17570.0,21253.0,0,75,26,12,71,11
episode-104524225-replay.json,0,24,576,105601.0,112970.0,0,75,61,14,72,0
episode-104524225-replay.json,1,24,576,27481.0,33007.0,0,75,25,13,78,12
episode-104524225-replay.json,0,27,648,131095.0,136007.0,0,75,61,14,68,0
episode-104524225-replay.json,1,27,648,39664.0,43874.0,0,75,16,15,70,12
episode-104524225-replay.json,0,30,719,159885.0,159885.0,11,75,0,14,0,0
episode-104524225-replay.json,1,30,719,54236.0,55964.0,12,75,3,16,38,12
episode-104524645-replay.json,0,0,0,3000.0,3000.0,0,25,0,0,0,0
episode-104524645-replay.json,1,0,0,3000.0,3000.0,0,25,0,0,0,0
episode-104524645-replay.json,0,3,72,199.0,379.0,0,25,19,5,6,2
episode-104524645-replay.json,1,3,72,829.0,1491.0,0,25,3,4,13,0
episode-104524645-replay.json,0,6,144,854.0,1473.0,0,25,19,6,18,0
episode-104524645-replay.json,1,6,144,735.0,1289.0,0,25,16,5,10,0
episode-104524645-replay.json,0,9,216,1113.0,2292.0,0,50,37,12,31,0
episode-104524645-replay.json,1,9,216,1493.0,2899.0,0,50,27,8,30,0
episode-104524645-replay.json,0,12,288,18721.0,22236.0,0,75,58,12,83,0
episode-104524645-replay.json,1,12,288,2614.0,4205.0,0,75,45,8,35,0
episode-104524645-replay.json,0,15,360,28102.0,31095.0,0,75,61,14,66,0
episode-104524645-replay.json,1,15,360,9002.0,11469.0,0,75,45,8,49,0
episode-104524645-replay.json,0,18,432,41657.0,46092.0,0,75,60,14,97,0
episode-104524645-replay.json,1,18,432,15930.0,22975.0,0,75,45,8,100,3
episode-104524645-replay.json,0,21,504,56607.0,59871.0,0,75,61,14,100,0
episode-104524645-replay.json,1,21,504,31535.0,38138.0,0,75,42,8,100,36
episode-104524645-replay.json,0,24,576,72903.0,74176.0,0,75,61,14,100,0
episode-104524645-replay.json,1,24,576,41779.0,45993.0,0,75,55,9,95,19
episode-104524645-replay.json,0,27,648,73300.0,74648.0,0,75,61,14,100,0
episode-104524645-replay.json,1,27,648,48473.0,54304.0,0,75,58,9,93,2
episode-104524645-replay.json,0,30,719,78404.0,78404.0,11,75,0,11,0,0
episode-104524645-replay.json,1,30,719,60335.0,61263.0,10,75,1,9,32,2
episode-104525072-replay.json,0,0,0,3000.0,3000.0,0,25,0,0,0,0
episode-104525072-replay.json,1,0,0,3000.0,3000.0,0,25,0,0,0,0
episode-104525072-replay.json,0,3,72,195.0,381.0,0,25,19,5,6,2
episode-104525072-replay.json,1,3,72,128.0,946.0,0,25,19,4,20,2
episode-104525072-replay.json,0,6,144,750.0,1368.0,0,25,19,6,18,0
episode-104525072-replay.json,1,6,144,602.0,1559.0,0,25,17,5,28,3
episode-104525072-replay.json,0,9,216,964.0,2196.0,0,50,37,12,31,0
episode-104525072-replay.json,1,9,216,613.0,2552.0,0,50,38,9,48,3
episode-104525072-replay.json,0,12,288,17017.0,20904.0,0,75,58,12,84,0
episode-104525072-replay.json,1,12,288,6654.0,12315.0,0,75,40,11,85,1
episode-104525072-replay.json,0,15,360,27205.0,31369.0,0,75,61,14,67,0
episode-104525072-replay.json,1,15,360,15999.0,21247.0,0,75,42,11,87,0
episode-104525072-replay.json,0,18,432,42383.0,47084.0,0,75,60,14,100,0
episode-104525072-replay.json,1,18,432,23756.0,30590.0,0,75,38,11,92,0
episode-104525072-replay.json,0,21,504,56936.0,61197.0,0,75,61,14,100,0
episode-104525072-replay.json,1,21,504,33440.0,37392.0,0,75,34,11,91,0
episode-104525072-replay.json,0,24,576,69214.0,69824.0,0,75,61,14,100,0
episode-104525072-replay.json,1,24,576,37645.0,40092.0,0,75,34,11,75,0
episode-104525072-replay.json,0,27,648,72739.0,73961.0,0,75,61,7,100,0
episode-104525072-replay.json,1,27,648,42041.0,43886.0,0,75,19,11,45,0
episode-104525072-replay.json,0,30,719,79738.0,79738.0,11,75,0,7,0,0
episode-104525072-replay.json,1,30,719,46721.0,46721.0,0,75,1,11,0,0
episode-104525502-replay.json,0,0,0,3000.0,3000.0,0,25,0,0,0,0
episode-104525502-replay.json,1,0,0,3000.0,3000.0,0,25,0,0,0,0
episode-104525502-replay.json,0,3,72,202.0,388.0,0,25,19,5,6,2
episode-104525502-replay.json,1,3,72,166.0,744.0,0,25,18,4,10,0
episode-104525502-replay.json,0,6,144,860.0,1479.0,0,25,19,6,18,0
episode-104525502-replay.json,1,6,144,314.0,1364.0,0,25,18,5,26,0
episode-104525502-replay.json,0,9,216,1172.0,2376.0,0,50,37,12,31,0
episode-104525502-replay.json,1,9,216,1054.0,2100.0,0,50,36,9,20,2
episode-104525502-replay.json,0,12,288,18548.0,22217.0,0,75,58,12,83,0
episode-104525502-replay.json,1,12,288,7495.0,9415.0,0,75,40,10,40,39
episode-104525502-replay.json,0,15,360,28132.0,31094.0,0,75,61,14,66,0
episode-104525502-replay.json,1,15,360,18333.0,19412.0,0,75,50,10,21,27
episode-104525502-replay.json,0,18,432,45363.0,49207.0,0,75,60,14,97,0
episode-104525502-replay.json,1,18,432,24794.0,27907.0,0,75,47,10,45,22
episode-104525502-replay.json,0,21,504,63285.0,68002.0,0,75,61,14,100,0
episode-104525502-replay.json,1,21,504,35036.0,39145.0,0,75,54,10,33,9
episode-104525502-replay.json,0,24,576,82523.0,86787.0,0,75,61,14,100,0
episode-104525502-replay.json,1,24,576,49379.0,51213.0,0,75,55,10,50,6
episode-104525502-replay.json,0,27,648,93115.0,96766.0,0,75,61,14,100,0
episode-104525502-replay.json,1,27,648,54485.0,58965.0,0,75,51,10,88,5
episode-104525502-replay.json,0,30,719,107059.0,107059.0,11,75,0,14,0,0
episode-104525502-replay.json,1,30,719,67869.0,67963.0,11,75,6,10,2,12
episode-104525937-replay.json,0,0,0,3000.0,3000.0,0,25,0,0,0,0
episode-104525937-replay.json,1,0,0,3000.0,3000.0,0,25,0,0,0,0
episode-104525937-replay.json,0,3,72,208.0,388.0,0,25,19,5,6,2
episode-104525937-replay.json,1,3,72,18.0,748.0,0,25,10,5,13,1
episode-104525937-replay.json,0,6,144,858.0,1493.0,0,25,19,6,18,0
episode-104525937-replay.json,1,6,144,273.0,984.0,0,25,17,6,13,6
episode-104525937-replay.json,0,9,216,1095.0,2352.0,0,50,37,12,31,0
episode-104525937-replay.json,1,9,216,826.0,2282.0,0,50,38,11,31,7
episode-104525937-replay.json,0,12,288,18273.0,21977.0,0,75,58,12,83,0
episode-104525937-replay.json,1,12,288,5884.0,7932.0,0,75,43,15,41,14
episode-104525937-replay.json,0,15,360,27089.0,29851.0,0,75,61,14,66,0
episode-104525937-replay.json,1,15,360,13695.0,16245.0,0,75,50,16,42,10
episode-104525937-replay.json,0,18,432,45714.0,49256.0,0,75,60,14,91,0
episode-104525937-replay.json,1,18,432,25206.0,31349.0,0,75,48,16,58,13
episode-104525937-replay.json,0,21,504,65117.0,70169.0,0,75,61,14,100,0
episode-104525937-replay.json,1,21,504,51984.0,57877.0,0,75,44,16,55,16
episode-104525937-replay.json,0,24,576,90974.0,97667.0,0,75,61,14,87,0
episode-104525937-replay.json,1,24,576,69788.0,75429.0,0,75,57,16,63,8
episode-104525937-replay.json,0,27,648,113240.0,116813.0,0,75,61,14,76,0
episode-104525937-replay.json,1,27,648,83675.0,89957.0,0,75,56,16,70,10
episode-104525937-replay.json,0,30,719,134281.0,134281.0,11,75,0,14,0,0
episode-104525937-replay.json,1,30,719,107653.0,107653.0,10,75,0,16,0,10
episode-104526363-replay.json,0,0,0,3000.0,3000.0,0,25,0,0,0,0
episode-104526363-replay.json,1,0,0,3000.0,3000.0,0,25,0,0,0,0
episode-104526363-replay.json,0,3,72,201.0,381.0,0,25,19,5,6,2
episode-104526363-replay.json,1,3,72,173.0,838.0,0,25,10,5,11,0
episode-104526363-replay.json,0,6,144,842.0,1477.0,0,25,19,6,18,0
episode-104526363-replay.json,1,6,144,517.0,1196.0,0,25,19,6,12,0
episode-104526363-replay.json,0,9,216,664.0,1789.0,0,50,34,12,21,0
episode-104526363-replay.json,1,9,216,638.0,3116.0,0,50,37,12,36,0
episode-104526363-replay.json,0,12,288,17136.0,20525.0,0,75,56,12,71,0
episode-104526363-replay.json,1,12,288,7458.0,9615.0,0,75,61,12,37,0
episode-104526363-replay.json,0,15,360,26648.0,30168.0,0,75,59,14,53,0
episode-104526363-replay.json,1,15,360,14826.0,17464.0,0,75,61,12,40,1
episode-104526363-replay.json,0,18,432,42833.0,47853.0,0,75,58,14,93,0
episode-104526363-replay.json,1,18,432,26221.0,33927.0,0,75,61,12,70,4
episode-104526363-replay.json,0,21,504,61054.0,65495.0,0,75,59,14,100,0
episode-104526363-replay.json,1,21,504,49596.0,54711.0,0,75,58,12,69,35
episode-104526363-replay.json,0,24,576,80154.0,83786.0,0,75,59,14,100,0
episode-104526363-replay.json,1,24,576,64064.0,67017.0,0,75,60,13,59,22
episode-104526363-replay.json,0,27,648,89020.0,92734.0,0,75,61,14,100,0
episode-104526363-replay.json,1,27,648,72773.0,77149.0,0,75,54,13,66,1
episode-104526363-replay.json,0,30,719,101502.0,101502.0,11,75,0,14,0,0
episode-104526363-replay.json,1,30,719,88897.0,88897.0,10,75,0,13,0,1
episode-104526768-replay.json,0,0,0,3000.0,3000.0,0,25,0,0,0,0
episode-104526768-replay.json,1,0,0,3000.0,3000.0,0,25,0,0,0,0
episode-104526768-replay.json,0,3,72,201.0,381.0,0,25,19,5,6,2
episode-104526768-replay.json,1,3,72,173.0,838.0,0,25,10,5,11,0
episode-104526768-replay.json,0,6,144,842.0,1477.0,0,25,19,6,18,0
episode-104526768-replay.json,1,6,144,517.0,1196.0,0,25,18,6,12,0
episode-104526768-replay.json,0,9,216,1232.0,2461.0,0,50,37,12,31,0
episode-104526768-replay.json,1,9,216,574.0,3364.0,0,50,37,12,36,0
episode-104526768-replay.json,0,12,288,18785.0,22430.0,0,75,58,12,83,0
episode-104526768-replay.json,1,12,288,7388.0,10037.0,0,75,62,12,47,0
episode-104526768-replay.json,0,15,360,31518.0,34183.0,0,75,61,14,61,0
episode-104526768-replay.json,1,15,360,16067.0,20178.0,0,75,62,12,47,0
episode-104526768-replay.json,0,18,432,50756.0,55036.0,0,75,60,14,83,0
episode-104526768-replay.json,1,18,432,33091.0,41305.0,0,75,62,12,77,3
episode-104526768-replay.json,0,21,504,67779.0,73641.0,0,75,61,14,100,0
episode-104526768-replay.json,1,21,504,58898.0,62825.0,0,75,58,12,78,35
episode-104526768-replay.json,0,24,576,83190.0,88143.0,0,75,61,14,100,0
episode-104526768-replay.json,1,24,576,68826.0,71340.0,0,75,62,13,76,18
episode-104526768-replay.json,0,27,648,98518.0,103246.0,0,75,61,14,95,0
episode-104526768-replay.json,1,27,648,82638.0,86441.0,0,75,62,13,60,5
episode-104526768-replay.json,0,30,719,118480.0,118480.0,11,75,0,14,0,0
episode-104526768-replay.json,1,30,719,105670.0,105670.0,10,75,1,13,0,5
episode-104527197-replay.json,0,0,0,3000.0,3000.0,0,25,0,0,0,0
episode-104527197-replay.json,1,0,0,3000.0,3000.0,0,25,0,0,0,0
episode-104527197-replay.json,0,3,72,11.0,837.0,0,25,10,5,16,1
episode-104527197-replay.json,1,3,72,196.0,382.0,0,25,19,5,6,2
episode-104527197-replay.json,0,6,144,0.0,1148.0,0,25,19,6,26,1
episode-104527197-replay.json,1,6,144,846.0,1498.0,0,25,19,6,18,0
episode-104527197-replay.json,0,9,216,526.0,3087.0,0,50,36,12,33,3
episode-104527197-replay.json,1,9,216,1120.0,2377.0,0,50,37,12,31,0
episode-104527197-replay.json,0,12,288,5531.0,8207.0,0,75,60,12,30,2
episode-104527197-replay.json,1,12,288,18111.0,21874.0,0,75,58,12,83,0
episode-104527197-replay.json,0,15,360,10815.0,16015.0,0,75,59,12,64,2
episode-104527197-replay.json,1,15,360,27247.0,30331.0,0,75,61,14,68,0
episode-104527197-replay.json,0,18,432,26492.0,37770.0,0,75,59,12,100,4
episode-104527197-replay.json,1,18,432,46862.0,50539.0,0,75,60,14,93,0
episode-104527197-replay.json,0,21,504,57982.0,66169.0,0,75,55,12,97,37
episode-104527197-replay.json,1,21,504,68782.0,74447.0,0,75,61,14,100,0
episode-104527197-replay.json,0,24,576,85066.0,92787.0,0,75,62,12,84,22
episode-104527197-replay.json,1,24,576,100536.0,108552.0,0,75,61,14,99,0
episode-104527197-replay.json,0,27,648,110688.0,117531.0,0,75,62,12,63,1
episode-104527197-replay.json,1,27,648,125864.0,130192.0,0,75,61,14,92,0
episode-104527197-replay.json,0,30,719,138156.0,138156.0,10,75,1,12,0,1
episode-104527197-replay.json,1,30,719,149352.0,149352.0,11,75,0,14,0,0
episode-104527312-replay.json,0,0,0,3000.0,3000.0,0,25,0,0,0,0
episode-104527312-replay.json,1,0,0,3000.0,3000.0,0,25,0,0,0,0
episode-104527312-replay.json,0,3,72,316.0,595.0,0,25,17,4,9,1
episode-104527312-replay.json,1,3,72,196.0,382.0,0,25,19,5,6,2
episode-104527312-replay.json,0,6,144,180.0,800.0,0,25,20,5,20,9
episode-104527312-replay.json,1,6,144,852.0,1470.0,0,25,19,6,18,0
episode-104527312-replay.json,0,9,216,282.0,1566.0,0,50,36,12,27,5
episode-104527312-replay.json,1,9,216,1100.0,2304.0,0,50,36,12,31,0
episode-104527312-replay.json,0,12,288,5797.0,8138.0,0,75,59,15,45,6
episode-104527312-replay.json,1,12,288,17302.0,20869.0,0,75,58,12,81,0
episode-104527312-replay.json,0,15,360,11059.0,14902.0,0,75,57,15,60,8
episode-104527312-replay.json,1,15,360,25904.0,28508.0,0,75,61,14,69,0
episode-104527312-replay.json,0,18,432,33621.0,37989.0,0,75,59,15,49,5
episode-104527312-replay.json,1,18,432,43581.0,46941.0,0,75,60,14,100,0
episode-104527312-replay.json,0,21,504,53627.0,62422.0,0,75,59,15,88,10
episode-104527312-replay.json,1,21,504,61576.0,65420.0,0,75,61,14,100,0
episode-104527312-replay.json,0,24,576,77733.0,84201.0,0,75,56,15,76,1
episode-104527312-replay.json,1,24,576,81870.0,85620.0,0,75,61,14,100,0
episode-104527312-replay.json,0,27,648,89029.0,94641.0,0,75,60,15,92,19
episode-104527312-replay.json,1,27,648,92472.0,95453.0,0,75,61,14,100,0
episode-104527312-replay.json,0,30,719,107720.0,107720.0,9,75,12,15,0,7
episode-104527312-replay.json,1,30,719,104983.0,104983.0,11,75,0,14,0,0
episode-104527619-replay.json,0,0,0,3000.0,3000.0,0,25,0,0,0,0
episode-104527619-replay.json,1,0,0,3000.0,3000.0,0,25,0,0,0,0
episode-104527619-replay.json,0,3,72,202.0,382.0,0,25,19,5,6,2
episode-104527619-replay.json,1,3,72,44.0,556.0,0,25,19,4,8,0
episode-104527619-replay.json,0,6,144,857.0,1476.0,0,25,19,6,18,0
episode-104527619-replay.json,1,6,144,42.0,719.0,0,25,19,6,12,8
episode-104527619-replay.json,0,9,216,1137.0,2369.0,0,50,37,12,31,0
episode-104527619-replay.json,1,9,216,1493.0,2669.0,0,50,36,10,21,16
episode-104527619-replay.json,0,12,288,17821.0,21549.0,0,75,58,12,83,0
episode-104527619-replay.json,1,12,288,9537.0,12701.0,0,75,52,14,38,23
episode-104527619-replay.json,0,15,360,30000.0,32770.0,0,75,61,14,61,0
episode-104527619-replay.json,1,15,360,18958.0,23558.0,0,75,57,14,47,16
episode-104527619-replay.json,0,18,432,49513.0,53780.0,0,75,60,14,83,0
episode-104527619-replay.json,1,18,432,34987.0,43429.0,0,75,57,14,69,16
episode-104527619-replay.json,0,21,504,72491.0,79011.0,0,75,61,14,99,0
episode-104527619-replay.json,1,21,504,51803.0,57368.0,0,75,57,14,59,16
episode-104527619-replay.json,0,24,576,90118.0,95460.0,0,75,61,14,100,0
episode-104527619-replay.json,1,24,576,69863.0,75176.0,0,75,53,14,75,16
episode-104527619-replay.json,0,27,648,101940.0,105670.0,0,75,61,14,100,0
episode-104527619-replay.json,1,27,648,78496.0,82349.0,0,75,56,14,70,16
episode-104527619-replay.json,0,30,719,115482.0,115482.0,11,75,0,14,0,0
episode-104527619-replay.json,1,30,719,93654.0,93654.0,8,75,1,14,0,16
episode-104528074-replay.json,0,0,0,3000.0,3000.0,0,25,0,0,0,0
episode-104528074-replay.json,1,0,0,3000.0,3000.0,0,25,0,0,0,0
episode-104528074-replay.json,0,3,72,44.0,556.0,0,25,19,4,8,0
episode-104528074-replay.json,1,3,72,202.0,382.0,0,25,19,5,6,2
episode-104528074-replay.json,0,6,144,42.0,719.0,0,25,19,6,12,8
episode-104528074-replay.json,1,6,144,857.0,1476.0,0,25,19,6,18,0
episode-104528074-replay.json,0,9,216,708.0,1974.0,0,50,37,10,24,15
episode-104528074-replay.json,1,9,216,668.0,1866.0,0,50,36,12,25,0
episode-104528074-replay.json,0,12,288,8680.0,11017.0,0,75,52,14,37,22
episode-104528074-replay.json,1,12,288,15274.0,18860.0,0,75,57,12,77,0
episode-104528074-replay.json,0,15,360,12388.0,14044.0,0,75,57,14,45,15
episode-104528074-replay.json,1,15,360,20241.0,22853.0,0,75,60,14,68,0
episode-104528074-replay.json,0,18,432,17504.0,19986.0,0,75,57,14,69,15
episode-104528074-replay.json,1,18,432,27115.0,30076.0,0,75,59,14,100,0
episode-104528074-replay.json,0,21,504,21229.0,23529.0,0,75,56,14,60,16
episode-104528074-replay.json,1,21,504,35881.0,38342.0,0,75,60,14,100,0
episode-104528074-replay.json,0,24,576,24907.0,26029.0,0,75,52,14,78,16
episode-104528074-replay.json,1,24,576,39258.0,40021.0,0,75,60,14,100,0
episode-104528074-replay.json,0,27,648,25506.0,27606.0,0,75,55,14,69,17
episode-104528074-replay.json,1,27,648,40634.0,42537.0,0,75,61,14,100,0
episode-104528074-replay.json,0,30,719,32673.0,32674.0,8,75,1,14,1,17
episode-104528074-replay.json,1,30,719,46938.0,46938.0,11,75,0,14,0,0
episode-104528532-replay.json,0,0,0,3000.0,3000.0,0,25,0,0,0,0
episode-104528532-replay.json,1,0,0,3000.0,3000.0,0,25,0,0,0,0
episode-104528532-replay.json,0,3,72,145.0,385.0,0,25,19,5,8,2
episode-104528532-replay.json,1,3,72,195.0,375.0,0,25,19,5,6,2
episode-104528532-replay.json,0,6,144,216.0,906.0,0,25,19,6,21,16
episode-104528532-replay.json,1,6,144,846.0,1446.0,0,25,19,6,18,0
episode-104528532-replay.json,0,9,216,870.0,2106.0,0,50,37,13,33,13
episode-104528532-replay.json,1,9,216,1112.0,2282.0,0,50,37,12,31,0
episode-104528532-replay.json,0,12,288,15138.0,18848.0,0,75,58,13,83,20
episode-104528532-replay.json,1,12,288,15870.0,19550.0,0,75,58,12,83,0
episode-104528532-replay.json,0,15,360,28563.0,31098.0,0,75,61,14,59,25
episode-104528532-replay.json,1,15,360,27545.0,30158.0,0,75,61,14,61,0
episode-104528532-replay.json,0,18,432,46994.0,50236.0,0,75,60,14,77,31
episode-104528532-replay.json,1,18,432,45177.0,48879.0,0,75,60,14,84,0
episode-104528532-replay.json,0,21,504,68765.0,72887.0,0,75,61,14,88,38
episode-104528532-replay.json,1,21,504,66583.0,72364.0,0,75,61,14,100,0
episode-104528532-replay.json,0,24,576,91808.0,96260.0,0,75,61,14,72,35
episode-104528532-replay.json,1,24,576,89500.0,95901.0,0,75,61,14,79,0
episode-104528532-replay.json,0,27,648,105986.0,110161.0,0,75,61,14,81,22
episode-104528532-replay.json,1,27,648,104729.0,109630.0,0,75,61,14,80,0
episode-104528532-replay.json,0,30,719,125335.0,125335.0,11,75,2,14,0,6
episode-104528532-replay.json,1,30,719,123918.0,123918.0,11,75,0,14,0,0
episode-104528972-replay.json,0,0,0,3000.0,3000.0,0,25,0,0,0,0
episode-104528972-replay.json,1,0,0,3000.0,3000.0,0,25,0,0,0,0
episode-104528972-replay.json,0,3,72,196.0,382.0,0,25,19,5,6,2
episode-104528972-replay.json,1,3,72,11.0,837.0,0,25,10,5,16,1
episode-104528972-replay.json,0,6,144,847.0,1482.0,0,25,19,6,18,0
episode-104528972-replay.json,1,6,144,2.0,1193.0,0,25,19,6,28,1
episode-104528972-replay.json,0,9,216,658.0,1979.0,0,50,36,12,28,0
episode-104528972-replay.json,1,9,216,1450.0,2711.0,0,50,38,12,27,2
episode-104528972-replay.json,0,12,288,16196.0,19850.0,0,75,57,12,80,0
episode-104528972-replay.json,1,12,288,5984.0,7802.0,0,75,61,12,31,1
episode-104528972-replay.json,0,15,360,20510.0,23245.0,0,75,60,14,70,0
episode-104528972-replay.json,1,15,360,9329.0,11601.0,0,75,61,12,52,1
episode-104528972-replay.json,0,18,432,27625.0,29894.0,0,75,59,14,100,0
episode-104528972-replay.json,1,18,432,12876.0,20366.0,0,75,61,12,100,3
episode-104528972-replay.json,0,21,504,33368.0,34661.0,0,75,60,14,100,0
episode-104528972-replay.json,1,21,504,27007.0,30799.0,0,75,57,12,97,36
episode-104528972-replay.json,0,24,576,33794.0,34730.0,0,75,60,9,100,0
episode-104528972-replay.json,1,24,576,27811.0,29989.0,0,75,62,12,82,21
episode-104528972-replay.json,0,27,648,35352.0,38690.0,0,75,61,4,100,0
episode-104528972-replay.json,1,27,648,33585.0,36202.0,0,75,62,12,63,0
episode-104528972-replay.json,0,30,719,43892.0,43892.0,11,75,0,4,0,0
episode-104528972-replay.json,1,30,719,45619.0,45619.0,10,75,1,12,0,0
episode-104529416-replay.json,0,0,0,3000.0,3000.0,0,25,0,0,0,0
episode-104529416-replay.json,1,0,0,3000.0,3000.0,0,25,0,0,0,0
episode-104529416-replay.json,0,3,72,11.0,837.0,0,25,10,5,16,1
episode-104529416-replay.json,1,3,72,196.0,382.0,0,25,19,5,6,2
episode-104529416-replay.json,0,6,144,0.0,1214.0,0,25,19,6,28,1
episode-104529416-replay.json,1,6,144,846.0,1498.0,0,25,19,6,18,0
episode-104529416-replay.json,0,9,216,491.0,2776.0,0,50,38,12,34,2
episode-104529416-replay.json,1,9,216,670.0,2027.0,0,50,36,12,27,0
episode-104529416-replay.json,0,12,288,5875.0,7921.0,0,75,61,12,33,1
episode-104529416-replay.json,1,12,288,16590.0,20411.0,0,75,57,12,79,0
episode-104529416-replay.json,0,15,360,9506.0,13028.0,0,75,61,12,48,1
episode-104529416-replay.json,1,15,360,23155.0,25696.0,0,75,60,14,65,0
episode-104529416-replay.json,0,18,432,15954.0,24490.0,0,75,61,12,100,3
episode-104529416-replay.json,1,18,432,32546.0,35356.0,0,75,59,14,100,0
episode-104529416-replay.json,0,21,504,35212.0,41167.0,0,75,57,12,97,36
episode-104529416-replay.json,1,21,504,44145.0,46553.0,0,75,60,14,100,0
episode-104529416-replay.json,0,24,576,40486.0,42650.0,0,75,62,12,76,21
episode-104529416-replay.json,1,24,576,48862.0,49676.0,0,75,60,14,100,0
